,lable,text
637,1,
638,1,"Пугачев сидел в креслах на крыльце комендантского дома. На нем был красный казацкий кафтан, обшитый галунами. Высокая соболья шапка с золотыми кистями была надвинута на его сверкающие глаза. Лицо его показалось мне знакомо. Казацкие старшины окружали его. Отец Герасим, бледный и дрожащий, стоял у крыльца, с крестом в руках, и, казалось, молча умолял его за предстоящие жертвы. На площади ставили наскоро виселицу. Когда мы приближились, башкирцы разогнали народ и нас представили Пугачеву. Колокольный звон утих; настала глубокая тишина. «Который комендант?» – спросил самозванец. Наш урядник выступил из толпы и указал на Ивана Кузмича. Пугачев грозно взглянул на старика и сказал ему: «Как ты смел противиться мне, своему государю?» Комендант, изнемогая от раны, собрал последние силы и отвечал твердым голосом: «Ты мне не государь, ты вор и самозванец, слышь ты!» Пугачев мрачно нахмурился и махнул белым платком. Несколько казаков подхватили старого капитана и потащили к виселице. На ее перекладине очутился верхом изувеченный башкирец, которого допрашивали мы накануне. Он держал в руке веревку, и через минуту увидел я бедного Ивана Кузмича, вздернутого в воздух. Тогда привели к Пугачеву Ивана Игнатьича. «Присягай, – сказал ему Пугачев, – государю Петру Федоровичу!» – «Ты нам не государь, – отвечал Иван Игнатьич, повторяя слова своего капитана. – Ты, дядюшка, вор и самозванец!» Пугачев махнул опять платком, и добрый поручик повис подле своего старого начальника."
639,1,
640,1,"Очередь была за мною. Я глядел смело на Пугачева, готовясь повторить ответ великодушных моих товарищей. Тогда, к неописанному моему изумлению, увидел я среди мятежных старшин Швабрина, обстриженного в кружок и в казацком кафтане. Он подошел к Пугачеву и сказал ему на ухо несколько слов. «Вешать его!» – сказал Пугачев, не взглянув уже на меня. Мне накинули на шею петлю. Я стал читать про себя молитву, принося богу искреннее раскаяние во всех моих прегрешениях и моля его о спасении всех близких моему сердцу. Меня притащили под виселицу. «Не бось, не бось», – повторяли мне губители, может быть и вправду желая меня ободрить. Вдруг услышал я крик: «Постойте, окаянные! погодите!..» Палачи остановились. Гляжу: Савельич лежит в ногах у Пугачева. «Отец родной! – говорил бедный дядька. – Что тебе в смерти барского дитяти? Отпусти его; за него тебе выкуп дадут; а для примера и страха ради вели повесить хоть меня старика!» Пугачев дал знак, и меня тотчас развязали и оставили. «Батюшка наш тебя милует», – говорили мне. В эту минуту не могу сказать, чтоб я обрадовался своему избавлению, не скажу, однако ж, чтоб я о нем и сожалел. Чувствования мои были слишком смутны. Меня снова повели к самозванцу и поставили перед ним на колени. Пугачев протянул мне жилистую свою руку. «Целуй руку, целуй руку!» – говорили около меня. Но я предпочел бы самую лютую казнь такому подлому унижению. «Батюшка Петр Андреич! – шептал Савельич, стоя за мною и толкая меня. – Не упрямься! что тебе стоит? плюнь да поцелуй у злод… (тьфу!) поцелуй у него ручку». Я не шевелился. Пугачев опустил руку, сказав с усмешкою: «Его благородие, знать, одурел от радости. Подымите его!» – Меня подняли и оставили на свободе. Я стал смотреть на продолжение ужасной комедии."
641,1,
642,1,"Жители начали присягать. Они подходили один за другим, целуя распятие и потом кланяясь самозванцу. Гарнизонные солдаты стояли тут же. Ротный портной, вооруженный тупыми своими ножницами, резал у них косы.[38 - Солдаты в XVIII веке носили парики с туго заплетенными косами. Пугачевцы резали косы солдатам в знак освобождения от службы в царской армии.] Они, отряхиваясь, подходили к руке Пугачева, который объявлял им прощение и принимал в свою шайку. Все это продолжалось около трех часов. Наконец Пугачев встал с кресел и сошел с крыльца в сопровождении своих старшин. Ему подвели белого коня, украшенного богатой сбруей. Два казака взяли его под руки и посадили на седло. Он объявлял отцу Герасиму, что будет обедать у него. В эту минуту раздался женский крик. Несколько разбойников вытащили на крыльцо Василису Егоровну, растрепанную и раздетую донага. Один из них успел уже нарядиться в ее душегрейку. Другие таскали перины, сундуки, чайную посуду, белье и всю рухлядь. «Батюшки мои! – кричала бедная старушка. – Отпустите душу на покаяние. Отцы родные, отведите меня к Ивану Кузмичу». Вдруг она взглянула на виселицу и узнала своего мужа. «Злодеи! – закричала она в исступлении. – Что это вы с ним сделали? Свет ты мой, Иван Кузмич, удалая солдатская головушка! не тронули тебя ни штыки прусские, ни пули турецкие; не в честном бою положил ты свой живот, а сгинул от беглого каторжника!» – «Унять старую ведьму!» – сказал Пугачев. Тут молодой казак ударил ее саблею по голове, и она упала мертвая на ступени крыльца. Пугачев уехал; народ бросился за ним."
643,1,
644,1,
645,1,
646,1,Глава VIII
647,1,
648,1,Незваный гость
649,1,
650,1,Незваный гость хуже татарина.
651,1,
652,1,    Пословица
653,1,
654,1,"Площадь опустела. Я все стоял на одном месте и не мог привести в порядок мысли, смущенные столь ужасными впечатлениями."
655,1,
656,1,"Неизвестность о судьбе Марьи Ивановны пуще всего меня мучила. Где она? что с нею? успела ли спрятаться? надежно ли ее убежище?.. Полный тревожными мыслями, я вошел в комендантский дом… Все было пусто; стулья, столы, сундуки были переломаны; посуда перебита; все растаскано. Я взбежал по маленькой лестнице, которая вела в светлицу, и в первый раз отроду вошел в комнату Марьи Ивановны. Я увидел ее постелю, перерытую разбойниками; шкаф был разломан и ограблен; лампадка теплилась еще перед опустелым кивотом.[39 - Кивот (киот) – небольшой шкаф, подставка для ног.] Уцелело и зеркальце, висевшее в простенке… Где ж была хозяйка этой смиренной девической кельи? Страшная мысль мелькнула в уме моем: я вообразил ее в руках у разбойников… Сердце мое сжалось… Я горько, горько заплакал и громко произнес имя моей любезной… В эту минуту послышался легкий шум, и из-за шкафа явилась Палаша, бледная и трепещущая."
657,1,
658,1,"– Ах, Петр Андреич! – сказала она, сплеснув руками. – Какой денек! какие страсти!.."
659,1,
660,1,"– А Марья Ивановна? – спросил я нетерпеливо, – что Марья Ивановна?"
661,1,
662,1,"– Барышня жива, – отвечала Палаша. – Она спрятана у Акулины Памфиловны."
663,1,
664,1,– У попадьи! – вскричал я с ужасом. – Боже мой! да там Пугачев!..
665,1,
666,1,"Я бросился вон из комнаты, мигом очутился на улице и опрометью побежал в дом священника, ничего не видя и не чувствуя. Там раздавались крики, хохот и песни… Пугачев пировал с своими товарищами. Палаша прибежала туда же за мною. Я подослал ее вызвать тихонько Акулину Памфиловну. Через минуту попадья вышла ко мне в сени с пустым штофом в руках."
667,1,
668,1,– Ради бога! где Марья Ивановна? – спросил я с неизъяснимым волнением.
669,1,
670,1,"– Лежит, моя голубушка, у меня на кровати, там за перегородкою, – отвечала попадья. – Ну, Петр Андреич, чуть было не стряслась беда, да, слава богу, все прошло благополучно: злодей только что уселся обедать, как она, моя бедняжка, очнется да застонет!.. Я так и обмерла. Он услышал: «А кто это у тебя охает, старуха?» Я вору в пояс: «Племянница моя, государь; захворала, лежит, вот уж другая неделя». – «А молода твоя племянница?» – «Молода, государь». – «А покажи-ка мне, старуха, свою племянницу». У меня сердце так и екнуло, да нечего было делать. – «Изволь, государь; только девка-то не сможет встать и придти к твоей милости». – «Ничего, старуха, я и сам пойду погляжу». И ведь пошел окаянный за перегородку; как ты думаешь! ведь отдернул занавес, взглянул ястребиными своими глазами! – и ничего… бог вынес! А веришь ли, я и батька мой так уж и приготовились к мученической смерти. К счастию, она, моя голубушка, не узнала его. Господи владыко, дождались мы праздника! Нечего сказать! бедный Иван Кузмич! кто бы подумал!.. А Василиса-то Егоровна? А Иван-то Игнатьич? Его-то за что?.. Как это вас пощадили? А каков Швабрин, Алексей Иваныч? Ведь остригся в кружок и теперь у нас тут же с ними пирует! Проворен, нечего сказать! А как сказала я про больную племянницу, так он, веришь ли, так взглянул на меня, как бы ножом насквозь; однако не выдал, спасибо ему и за то. – В эту минуту раздались пьяные крики гостей и голос отца Герасима. Гости требовали вина, хозяин кликал сожительницу. Попадья расхлопоталась. – Ступайте себе домой, Петр Андреич, – сказала она, – теперь не до вас; у злодеев попойка идет. Беда, попадетесь под пьяную руку. Прощайте, Петр Андреич. Что будет, то будет; авось бог не оставит."
671,1,
672,1,"Попадья ушла. Несколько успокоенный, я отправился к себе на квартиру. Проходя мимо площади, я увидел несколько башкирцев, которые теснились около виселицы и стаскивали сапоги с повешенных; с трудом удержал я порыв негодования, чувствуя бесполезность заступления. По крепости бегали разбойники, грабя офицерские дома. Везде раздавались крики пьянствующих мятежников. Я пришел домой. Савельич встретил меня у порога. «Слава богу! – вскричал он, увидя меня. – Я было думал, что злодеи опять тебя подхватили. Ну, батюшка Петр Андреич! веришь ли? все у нас разграбили, мошенники: платье, белье, вещи, посуду – ничего не оставили. Да что уж! Слава богу, что тебя живого отпустили! А узнал ли ты, сударь, атамана?»"
673,1,
674,1,"– Нет, не узнал; а кто ж он такой?"
675,1,
676,1,"– Как, батюшка? Ты и позабыл того пьяницу, который выманил у тебя тулуп на постоялом дворе? Заячий тулупчик совсем новешенький, а он, бестия, его так и распорол, напяливая на себя!"
677,1,
678,1,"Я изумился. В самом деле сходство Пугачева с моим вожатым было разительно. Я удостоверился, что Пугачев и он были одно и то же лицо, и понял тогда причину пощады, мне оказанной. Я не мог не подивиться странному сцеплению обстоятельств: детский тулуп, подаренный бродяге, избавлял меня от петли, и пьяница, шатавшийся по постоялым дворам, осаждал крепости и потрясал государством!"
679,1,
680,1,"– Не изволишь ли покушать? – спросил Савельич, неизменный в своих привычках. – Дома ничего нет; пойду пошарю да что-нибудь тебе изготовлю."
681,1,
682,1,"Оставшись один, я погрузился в размышления. Что мне было делать? Оставаться в крепости, подвластной злодею, или следовать за его шайкою было неприлично офицеру. Долг требовал, чтобы я явился туда, где служба моя могла еще быть полезна отечеству в настоящих затруднительных обстоятельствах… Но любовь сильно советовала мне оставаться при Марье Ивановне и быть ей защитником и покровителем. Хотя я и предвидел скорую и несомненную перемену в обстоятельствах, но все же не мог не трепетать, воображая опасность ее положения."
683,1,
684,1,"Размышления мои были прерваны приходом одного из казаков, который прибежал с объявлением, «что-де великий государь требует тебя к себе». – «Где же он?» – спросил я, готовясь повиноваться."
685,1,
686,1,"– В комендантском, – отвечал казак. – После обеда батюшка наш отправился в баню, а теперь отдыхает. Ну, ваше благородие, по всему видно, что персона знатная: за обедом скушать изволил двух жареных поросят, а парится так жарко, что и Тарас Курочкин не вытерпел, отдал веник Фомке Бикбаеву да насилу холодной водой откачался. Нечего сказать: все приемы такие важные… А в бане, слышно, показывал царские свои знаки на грудях: на одной двуглавый орел величиною с пятак, а на другой персона его."
687,1,
688,1,"Я не почел нужным оспоривать мнения казака и с ним вместе отправился в комендантский дом, заранее воображая себе свидание с Пугачевым и стараясь предугадать, чем оно кончится. Читатель легко может себе представить, что я не был совершенно хладнокровен."
689,1,
690,1,"Начинало смеркаться, когда пришел я к комендантскому дому. Виселица со своими жертвами страшно чернела. Тело бедной комендантши все еще валялось под крыльцом, у которого два казака стояли на карауле. Казак, приведший меня, отправился про меня доложить и, тотчас же воротившись, ввел меня в ту комнату, где накануне так нежно прощался я с Марьей Ивановною."
691,1,
692,1,"Необыкновенная картина мне представилась: за столом, накрытым скатертью и установленным штофами и стаканами, Пугачев и человек десять казацких старшин сидели, в шапках и цветных рубашках, разгоряченные вином, с красными рожами и блистающими глазами. Между ими не было ни Швабрина, ни нашего урядника, новобраных изменников. «А, ваше благородие! – сказал Пугачев, увидя меня. – Добро пожаловать; честь и место, милости просим». Собеседники потеснились. Я молча сел на краю стола. Сосед мой, молодой казак, стройный и красивый, налил мне стакан простого вина, до которого я не коснулся. С любопытством стал я рассматривать сборище. Пугачев на первом месте сидел, облокотясь на стол и подпирая черную бороду своим широким кулаком. Черты лица его, правильные и довольно приятные, не изъявляли ничего свирепого. Он часто обращался к человеку лет пятидесяти, называя его то графом, то Тимофеичем, а иногда величая его дядюшкою. Все обходились между собою как товарищи и не оказывали никакого особенного предпочтения своему предводителю. Разговор шел об утреннем приступе, об успехе возмущения и о будущих действиях. Каждый хвастал, предлагал свои мнения и свободно оспоривал Пугачева. И на сем-то странном военном совете решено было идти к Оренбургу: движение дерзкое, и которое чуть было не увенчалось бедственным успехом! Поход был объявлен к завтрашнему дню. «Ну, братцы, – сказал Пугачев, – затянем-ка на сон грядущий мою любимую песенку. Чумаков! начинай!» – Сосед мой затянул тонким голоском заунывную бурлацкую песню, и все подхватили хором:"
693,1,
694,1,"		Не шуми, мати зеленая дубровушка,"
695,1,"		Не мешай мне, доброму молодцу, думу думати."
696,1,"		Что заутра мне, доброму молодцу, в допрос идти"
697,1,"		Перед грозного судью, самого царя."
698,1,		Еще станет государь-царь меня спрашивать:
699,1,"		Ты скажи, скажи, детинушка крестьянский сын,"
700,1,"		Уж как с кем ты воровал, с кем разбой держал,"
701,1,		Еще много ли с тобой было товарищей?
702,1,"		Я скажу тебе, надежа православный царь,"
703,1,"		Всеё правду скажу тебе, всю истину,"
704,1,		Что товарищей у меня было четверо:
705,1,"		Еще первый мой товарищ темная ночь,"
706,1,"		А второй мой товарищ булатный нож,"
707,1,"		А как третий-то товарищ, то мой добрый конь,"
708,1,"		А четвертый мой товарищ, то тугой лук,"
709,1,"		Что рассыльщики мои, то калены стрелы."
710,1,		Что возговорит надежа православный царь:
711,1,"		Исполать[40 - Испол&#225;ть (устар.) – хвала, слава.] тебе, детинушка крестьянский сын,"
712,1,"		Что умел ты воровать, умел ответ держать!"
713,1,"		Я за то тебя, детинушка, пожалую"
714,1,"		Середи поля хоромами высокими,"
715,1,		Что двумя ли столбами с перекладиной.
716,1,
717,1,"Невозможно рассказать, какое действие произвела на меня эта простонародная песня про виселицу, распеваемая людьми, обреченными виселице. Их грозные лица, стройные голоса, унылое выражение, которое придавали они словам и без того выразительным, – все потрясло меня каким-то пиитическим[41 - Пиитический (устар.) – поэтический.] ужасом."
718,1,
719,1,"Гости выпили еще по стакану, встали из-за стола и простились с Пугачевым. Я хотел за ними последовать, но Пугачев сказал мне: «Сиди; я хочу с тобою переговорить». – Мы остались глаз на глаз."
720,1,
721,1,"Несколько минут продолжалось обоюдное наше молчание. Пугачев смотрел на меня пристально, изредка прищуривая левый глаз с удивительным выражением плутовства и насмешливости. Наконец он засмеялся, и с такою непритворной веселостию, что и я, глядя на него, стал смеяться, сам не зная чему."
722,1,
723,1,"– Что, ваше благородие? – сказал он мне. – Струсил ты, признайся, когда молодцы мои накинули тебе веревку на шею? Я чаю, небо с овчинку показалось… А покачался бы на перекладине, если б не твой слуга. Я тотчас узнал старого хрыча. Ну, думал ли ты, ваше благородие, что человек, который вывел тебя к умету, был сам великий государь? (Тут он взял на себя вид важный и таинственный.) Ты крепко передо мною виноват, – продолжал он, – но я помиловал тебя за твою добродетель, за то, что ты оказал мне услугу, когда принужден я был скрываться от своих недругов. То ли еще увидишь! Так ли еще тебя пожалую, когда получу свое государство! Обещаешься ли служить мне с усердием?"
724,1,
725,1,"Вопрос мошенника и его дерзость показались мне так забавны, что я не мог не усмехнуться."
726,1,
727,1,"– Чему ты усмехаешься? – спросил он меня нахмурясь. – Или ты не веришь, что я великий государь? Отвечай прямо."
728,1,
729,1,"Я смутился: признать бродягу государем был я не в состоянии: это казалось мне малодушием непростительным. Назвать его в глаза обманщиком – было подвергнуть себя погибели; и то, на что я был готов под виселицею в глазах всего народа и в первом пылу негодования, теперь казалось мне бесполезной хвастливостию. Я колебался. Пугачев мрачно ждал моего ответа. Наконец (и еще ныне с самодовольствием поминаю эту минуту) чувство долга восторжествовало во мне над слабостию человеческою. Я отвечал Пугачеву: «Слушай; скажу тебе всю правду. Рассуди, могу ли я признать в тебе государя? Ты человек смышленый: ты сам увидел бы, что я лукавствую»."
730,1,
731,1,"– Кто же я таков, по твоему разумению?"
732,1,
733,1,"– Бог тебя знает; но кто бы ты ни был, ты шутишь опасную шутку."
734,1,
735,1,"Пугачев взглянул на меня быстро. «Так ты не веришь, – сказал он, – чтоб я был государь Петр Федорович? Ну, добро. А разве нет удачи удалому? Разве в старину Гришка Отрепьев не царствовал? Думай про меня что хочешь, а от меня не отставай. Какое тебе дело до иного-прочего? Кто ни поп, тот батька. Послужи мне верой и правдою, и я тебя пожалую и в фельдмаршалы и в князья. Как ты думаешь?»."
736,1,
737,1,"– Нет, – отвечал я с твердостию. – Я природный дворянин; я присягал государыне императрице: тебе служить не могу. Коли ты в самом деле желаешь мне добра, так отпусти меня в Оренбург."
738,1,
739,1,"Пугачев задумался. «А коли отпущу, – сказал он, – так обещаешься ли по крайней мере против меня не служить?»"
740,1,
741,1,"– Как я могу тебе в этом обещаться? – отвечал я. – Сам знаешь, не моя воля: велят идти против тебя – пойду, делать нечего. Ты теперь сам начальник; сам требуешь повиновения от своих. На что это будет похоже, если я от службы откажусь, когда служба моя понадобится? Голова моя в твоей власти: отпустишь меня – спасибо; казнишь – бог тебе судья; а я сказал тебе правду."
742,1,
743,1,"Моя искренность поразила Пугачева. «Так и быть, – сказал он, ударя меня по плечу. – Казнить так казнить, миловать так миловать. Ступай себе на все четыре стороны и делай что хочешь. Завтра приходи со мною проститься, а теперь ступай себе спать, и меня уж дрема клонит»."
744,1,
745,1,"Я оставил Пугачева и вышел на улицу. Ночь была тихая и морозная. Месяц и звезды ярко сияли, освещая площадь и виселицу. В крепости все было спокойно и темно. Только в кабаке светился огонь и раздавались крики запоздалых гуляк. Я взглянул на дом священника. Ставни и ворота были заперты. Казалось, все в нем было тихо."
746,1,
747,1,"Я пришел к себе на квартиру и нашел Савельича, горюющего по моем отсутствии. Весть о свободе моей обрадовала его несказанно. «Слава тебе, владыко! – сказал он перекрестившись. – Чем свет оставим крепость и пойдем куда глаза глядят. Я тебе кое-что заготовил; покушай-ка, батюшка, да и почивай себе до утра, как у Христа за пазушкой»."
748,1,
749,1,"Я последовал его совету и, поужинав с большим аппетитом, заснул на голом полу, утомленный душевно и физически."
750,1,
751,1,
752,1,
753,1,Глава IX
754,1,
755,1,Разлука
756,1,
757,1,Сладко было спознаваться
758,1,
759,1,"Мне, прекрасная, с тобой;"
760,1,
761,1,"Грустно, грустно расставаться,"
762,1,
763,1,"Грустно, будто бы с душой."
764,1,
765,1,    Херасков
766,1,
767,1,"Рано утром разбудил меня барабан. Я пошел на сборное место. Там строились уже толпы пугачевские около виселицы, где все еще висели вчерашние жертвы. Казаки стояли верхами, солдаты под ружьем. Знамена развевались. Несколько пушек, между коих узнал я и нашу, поставлены были на походные лафеты. Все жители находились тут же, ожидая самозванца. У крыльца комендантского дома казак держал под уздцы прекрасную белую лошадь киргизской породы. Я искал глазами тела комендантши. Оно было отнесено немного в сторону и прикрыто рогожею. Наконец Пугачев вышел из сеней. Народ снял шапки. Пугачев остановился на крыльце и со всеми поздоровался. Один из старшин подал ему мешок с медными деньгами, и он стал их метать пригоршнями. Народ с криком бросился их подбирать, и дело не обошлось без увечья. Пугачева окружили главные из его сообщников. Между ими стоял и Швабрин. Взоры наши встретились; в моем он мог прочесть презрение, и он отворотился с выражением искренней злобы и притворной насмешливости. Пугачев, увидев меня в толпе, кивнул мне головою и подозвал к себе. «Слушай, – сказал он мне. – Ступай сей же час в Оренбург и объяви от меня губернатору и всем генералам, чтоб ожидали меня к себе через неделю. Присоветуй им встретить меня с детской любовию и послушанием; не то не избежать им лютой казни. Счастливый путь, ваше благородие!» Потом обратился он к народу и сказал, указывая на Швабрина: «Вот вам, детушки, новый командир: слушайтесь его во всем, а он отвечает мне за вас и за крепость». С ужасом услышал я сии слова: Швабрин делался начальником крепости; Марья Ивановна оставалась в его власти! Боже, что с нею будет! Пугачев сошел с крыльца. Ему подвели лошадь. Он проворно вскочил в седло, не дождавшись казаков, которые хотели было подсадить его."
768,1,
769,1,"В это время из толпы народа, вижу, выступил мой Савельич, подходит к Пугачеву и подает ему лист бумаги. Я не мог придумать, что из того выйдет. «Это что?» – спросил важно Пугачев. «Прочитай, так изволишь увидеть», – отвечал Савельич. Пугачев принял бумагу и долго рассматривал с видом значительным. «Что ты так мудрено пишешь? – сказал он наконец. – Наши светлые очи не могут тут ничего разобрать. Где мой обер-секретарь?»"
770,1,
771,1,"Молодой малый в капральском мундире проворно подбежал к Пугачеву. «Читай вслух», – сказал самозванец, отдавая ему бумагу. Я чрезвычайно любопытствовал узнать, о чем дядька мой вздумал писать Пугачеву. Обер-секретарь громогласно стал по складам читать следующее:"
772,1,
773,1,"«Два халата, миткалевый и шелковый полосатый, на шесть рублей»."
774,1,
775,1,"– Это что значит? – сказал, нахмурясь, Пугачев."
776,1,
777,1,"– Прикажи читать далее, – отвечал спокойно Савельич."
778,1,
779,1,Обер-секретарь продолжал:
780,1,
781,1,«Мундир из тонкого зеленого сукна на семь рублей.
782,1,
783,1,Штаны белые суконные на пять рублей.
784,1,
785,1,Двенадцать рубах полотняных голландских с манжетами на десять рублей.
786,1,
787,1,Погребец с чайною посудою на два рубля с полтиною…»
788,1,
789,1,– Что за вранье? – прервал Пугачев. – Какое мне дело до погребцов и до штанов с манжетами?
790,1,
791,1,"Савельич крякнул и стал объясняться. «Это, батюшка, изволишь видеть, реестр барскому добру, раскраденному злодеями…»"
792,1,
793,1,– Какими злодеями? – спросил грозно Пугачев.
794,1,
795,1,"– Виноват: обмолвился, – отвечал Савельич. – Злодеи не злодеи, а твои ребята таки пошарили да порастаскали. Не гневись: конь и о четырех ногах да спотыкается. Прикажи уж дочитать."
796,1,
797,1,"– Дочитывай, – сказал Пугачев. Секретарь продолжал:"
798,1,
799,1,"«Одеяло ситцевое, другое тафтяное на хлопчатой бумаге – четыре рубля."
800,1,
801,1,"Шуба лисья, крытая алым ратином, 40 рублей."
802,1,
803,1,"Еще заячий тулупчик, пожалованный твоей милости на постоялом дворе, 15 рублей»."
804,1,
805,1,"– Это что еще! – вскричал Пугачев, сверкнув огненными глазами."
806,1,
807,1,"Признаюсь, я перепугался за бедного моего дядьку. Он хотел было пуститься опять в объяснения, но Пугачев его прервал: «Как ты смел лезть ко мне с такими пустяками? – вскричал он, выхватя бумагу из рук секретаря и бросив ее в лицо Савельичу. – Глупый старик! Их обобрали: экая беда? Да ты должен, старый хрыч, вечно бога молить за меня да за моих ребят за то, что ты и с барином-то своим не висите здесь вместе с моими ослушниками… Заячий тулуп! Я-те дам заячий тулуп! Да знаешь ли ты, что я с тебя живого кожу велю содрать на тулупы?»"
808,1,
809,1,"– Как изволишь, – отвечал Савельич, – а я человек подневольный и за барское добро должен отвечать."
810,1,
811,1,"Пугачев был, видно, в припадке великодушия."
812,1,
813,1,"Он отворотился и отъехал, не сказав более ни слова. Швабрин и старшины последовали за ним. Шайка выступила из крепости в порядке. Народ пошел провожать Пугачева. Я остался на площади один с Савельичем. Дядька мой держал в руках свой реестр и рассматривал его с видом глубокого сожаления."
814,1,
815,1,"Видя мое доброе согласие с Пугачевым, он думал употребить оное в пользу; но мудрое намерение ему не удалось. Я стал было его бранить за неуместное усердие и не мог удержаться от смеха. «Смейся, сударь, – отвечал Савельич, – смейся; а как придется нам сызнова заводиться всем хозяйством, так посмотрим, смешно ли будет»."
816,1,
817,1,"Я спешил в дом священника увидеться с Марьей Ивановной. Попадья встретила меня с печальным известием. Ночью у Марьи Ивановны открылась сильная горячка. Она лежала без памяти и в бреду. Попадья ввела меня в ее комнату. Я тихо подошел к ее кровати. Перемена в ее лице поразила меня. Больная меня не узнала. Долго стоял я перед нею, не слушая ни отца Герасима, ни доброй жены его, которые, кажется, меня утешали. Мрачные мысли волновали меня. Состояние бедной беззащитной сироты, оставленной посреди злобных мятежников, собственное мое бессилие устрашали меня. Швабрин, Швабрин пуще всего терзал мое воображение. Облеченный властию от самозванца, предводительствуя в крепости, где оставалась несчастная девушка – невинный предмет его ненависти, он мог решиться на все. Что мне было делать? Как подать ей помощь? Как освободить из рук злодея? Оставалось одно средство: я решился тот же час отправиться в Оренбург, дабы торопить освобождение Белогорской крепости и по возможности тому содействовать. Я простился с священником и с Акулиной Памфиловной, с жаром поручая ей ту, которую почитал уже своею женою. Я взял руку бедной девушки и поцеловал ее, орошая слезами. «Прощайте, – говорила мне попадья, провожая меня, – прощайте, Петр Андреич. Авось увидимся в лучшее время. Не забывайте нас и пишите к нам почаще. Бедная Марья Ивановна, кроме вас, не имеет теперь ни утешения, ни покровителя»."
